id,texto,fecha,usuario
502,"2,04518E+18 Jessica Toribio ???????? 17/04/2026 11:29 0 0 0 0 0 6 FALSO 19/09/2019 8:37 25 159 12125 27 4088 FALSO FALSO",2026-06-17,
503,"2,04488E+18 Travie14 Jajajaja! Nada se te cree! Sabemos que tú eres el ?mensajero? de Keiko en los contratos con los chinos. Sabemos que más de medio Congreso esta metido con los chinos? 16/04/2026 15:47 0 0 0 0 0 167 FALSO 10/03/2024 18:55 21 205 249 14 219 FALSO FALSO",2026-06-17,
504,"2,04479E+18 Leonardo Gutierrez ???? 16/04/2026 9:30 0 0 0 0 0 13 Profesional en Tecnología, quiero llegar al Millón de kilómetros recorriendo el Perú. Van 390 mil km ???? VERDADERO 17/06/2009 14:14 Lima - Peru 457 53 84086 44 86638 FALSO VERDADERO",2026-06-17,
505,"2,04522E+18 Iso Calla corrupto. Con que autoridad hablas. 17/04/2026 13:58 0 0 0 0 0 4 ""Ciudadano del mundo. Objetivo y realista.",2026-06-17,
506,Busco lo mejor y quiero lo mejor para los demas.,2026-06-17,
507,"No busco seguidores pero opino para el que me quiera escuchar."" VERDADERO 17/04/2017 15:36 10 18 31 50 3480 FALSO FALSO",2026-06-17,
508,"2,04548E+18 Oscar Ponze Hay que ser conchudo para, después de todo lo que jodió el país, se atreva a dar deseos y predicciones. Corrupto pipileptico. 18/04/2026 7:22 0 0 0 0 0 26 Noticias Artes y Cultura Comida y Bebida Deportes FALSO 06/11/2016 6:38 10 68 645 1 317 FALSO FALSO",2026-06-17,
509,"2,04523E+18 Milko Mejor cállate la boca pajero de mierda, que regalaste la soberanía del Perú aprobando la compra de la mierda de F16, maricon de mierda, traidor, anda hacerle sexo oral a los EEUU. 17/04/2026 15:14 0 0 0 0 0 5 FALSO 11/12/2025 13:34 4 78 142 97 415 FALSO FALSO",2026-06-17,
510,"2,04516E+18 Analyticayu Solo puedes opinar de chinitos y chicas por contrato! Lo demás dejar a gente de bien! 17/04/2026 10:01 0 0 0 0 0 4 AntiBrutos. antiDBA. Anti Imbeciles FALSO 11/04/2026 6:35 20 24 3 638 1265 FALSO FALSO",2026-06-17,
511,"2,0452E+18 piscis calla pajero 17/04/2026 12:53 0 0 0 0 0 5 FALSO 16/11/2021 2:34 1 7 1083 1 104 FALSO FALSO",2026-06-17,
512,"2,0453E+18 Gustavo Adolfo Y tu espero que pases al juzgado y defiendas tu acusación de Violación que o casualidad tr libraste con ayudin 17/04/2026 19:20 0 0 0 0 0 4 .. FALSO 05/12/2013 12:08 14 102 34 4 209 FALSO FALSO",2026-06-17,
513,"2,04483E+18 Jimmy Javier Escobar Feliciano Necesitas que alguien del pakto llegue para vivir sin investigación... predecible! 16/04/2026 12:30 0 0 0 0 0 56 Nada en especial VERDADERO 22/04/2022 21:38 10 115 1668 2 619 FALSO FALSO",2026-06-17,
514,"2,04549E+18 ROBERT "" Es lo Q vos pensás. Un Gobierno de la, Sra K y de Sr. Potencia mundial, solo atiende a miserables como vos.",2026-06-17,
515,"Las consecuencias serán fatales para un pueblo Q fue ignorado por un del cual ??eres participe."" 18/04/2026 7:54 0 0 0 0 0 34 FALSO 09/05/2013 11:40 11 92 3331 27 1017 FALSO FALSO",2026-06-17,
516,"2,04524E+18 Jhon eyder Mundaca zarate Sigue soñando enfermo mental 17/04/2026 15:42 0 0 0 0 0 4 Estudiante universitario FALSO 10/05/2025 12:13 Peru 0 23 14 0 26 FALSO FALSO",2026-06-17,
517,"2,04562E+18 RGELECTRO Animal en lugar de estar gestionando la mejor repartición de la escasez te vas a comprar caramelitos al mercado central o meterte tus polvoreques gratis en Palacio. Inepto de mierda 18/04/2026 16:48 0 0 0 0 0 9 ""IMPORTACIONES Y REPRESENTACIONES",2026-06-17,
518,"MAQUINAS INDUSTRIALES PARA GASTRONOMIA"" FALSO 05/12/2011 11:58 Lima-Peru 1842 4859 3253 3700 16127 FALSO FALSO",2026-06-17,
519,"2,04526E+18 MSL Eres un don nadie. Te recordaremos como el tío violín. 17/04/2026 16:36 0 0 0 0 0 2 FALSO 29/09/2015 10:25 410 544 137353 957 24282 FALSO FALSO",2026-06-17,
520,"2,04523E+18 Diego Calla pornero 17/04/2026 14:58 0 0 0 0 0 4 Ing. de Sistemas e Informatica VERDADERO 01/10/2011 19:06 Iquitos, Peru 60 166 33390 160 9599 FALSO FALSO",2026-06-17,
521,"2,04526E+18 peruanisimo38 Calla pajerin 17/04/2026 16:49 0 0 0 0 0 3 doxing, carding, cracking, osint (inteligencia de fuentes abiertas), programación, ciberseguridad,soporte técnico (pc's, celulares) VERDADERO 25/11/2024 8:43 1 19 156 21 265 FALSO FALSO",2026-06-17,
522,"2,04526E+18 ME DICEN TOXICA Calla pajerin! Igual vas a ir preso por manuel 17/04/2026 17:09 0 0 0 0 0 6 FALSO 20/02/2013 8:34 36 352 7827 300 4473 FALSO FALSO",2026-06-17,
523,"2,04526E+18 Flamie_SQ ?? 17/04/2026 16:55 0 0 0 0 0 3 Soy chévere conmigo. ?? VERDADERO 17/06/2009 23:00 Lima, Peru 713 1504 15784 5850 52381 FALSO FALSO",2026-06-17,
524,"2,04535E+18 Ronaldinho Calla tarado!!! 17/04/2026 23:01 0 0 0 0 0 6 Amo a mi pais FALSO 02/04/2018 18:00 Nardia 7 35 8 14 476 FALSO FALSO",2026-06-17,
525,"2,04526E+18 Jose Ibáñez Bazán "" Ud cállese la boca",2026-06-17,
526,"Vergüenza debería tener de opinar."" 17/04/2026 17:08 0 0 0 0 0 4 FALSO 12/04/2022 22:12 3 395 2002 0 15 FALSO FALSO",2026-06-17,
527,"2,0448E+18 Isac Gracias! 16/04/2026 10:17 0 0 0 0 0 60 Derecha. Nada de colectivismos de ningun tipo. Solo bloqueo a imbeciles.?????????? VERDADERO 03/01/2021 9:57 Lima, Peru 4457 5568 20279 9607 96982 FALSO VERDADERO",2026-06-17,
528,"2,04526E+18 franky abugattas Cállate mierda 17/04/2026 16:51 0 0 0 0 0 4 FALSO 27/02/2024 8:26 3 8 4172 1 584 FALSO FALSO",2026-06-17,
529,"2,04518E+18 Carlos Alfredo Ortiz Espinoza Un corrupto apoyando a otro corrupto 17/04/2026 11:39 0 0 0 0 0 4 FALSO 30/10/2021 9:06 4 40 62 28 977 FALSO FALSO",2026-06-17,
530,"2,04532E+18 Natalia Espinar Calla asqueroso! 17/04/2026 20:39 0 0 0 0 0 3 FALSO 10/04/2026 16:15 1 24 421 4 461 FALSO FALSO",2026-06-17,
531,"2,04536E+18 ERamos QUE RICA BAJADA DE PANTALON!!!. ESTAS BUSCANDO EL MORROPOY DE ALIAGA? 17/04/2026 23:26 0 0 0 0 0 11 FALSO 02/03/2010 12:45 Lima-Peru 90 143 10700 443 5606 FALSO FALSO",2026-06-17,
532,"2,0464E+18 CiberUsuario Caya inepto, pq compras esos aviones carajo 20/04/2026 20:38 0 0 0 0 0 7 FALSO 14/10/2013 9:21 6 36 27 0 1140 FALSO FALSO",2026-06-17,
533,"2,04487E+18 katt Y quien rayos dijo que le representa 2 lacras como Keiko y Aliaga , para joderlos si, así como ustedes nos jodieron a nosotros votaré por Sánchez. 16/04/2026 14:54 1 0 0 0 0 147 FALSO 10/05/2023 19:55 2 30 4635 7 2510 FALSO FALSO",2026-06-17,
534,"2,04566E+18 Daniel Jajaja piensan que el congreso es su chacra peor que sodoma y gomorra son más indiscretos para hacer sus cosas. 18/04/2026 19:16 0 0 0 0 0 6 FALSO 06/01/2023 5:50 2 3 196 1 684 FALSO FALSO",2026-06-17,
535,"2,04521E+18 Fverav Oe pendejo, ya pasaron 3 años desde que gobierna vuestra mafia, y te quejas no puede esperar mas. No jodas. 17/04/2026 13:47 0 0 0 0 0 5 FALSO 02/07/2017 20:55 18 111 3230 12 6852 FALSO FALSO",2026-06-17,
536,"2,0453E+18 Rocío Pensando en el país? Cuándo??? Uno de los q pisoteó la figura presidencial, atendiendo mafias y usando el palacio como hotel todo tránsito. Q tal ostra!!! 17/04/2026 19:38 0 0 0 0 0 20 FALSO 03/09/2013 23:08 6 15 177 117 1163 FALSO FALSO",2026-06-17,
537,"2,04529E+18 La Palomita LOPEZ ALIGA ES KK!!!! IGUAL QUE LA OTRA K... Q BARBARIDAD 17/04/2026 18:39 0 0 0 0 0 7 FALSO 06/12/2023 10:14 3 25 2675 2 957 FALSO FALSO",2026-06-17,
538,"2,04525E+18 SJ MEJOR KALLAT3, M3SES PERDIDOS PARA EL PAIS EN TU SUERT D PRESIDNT 17/04/2026 15:58 0 0 0 0 0 2 FALSO 09/01/2023 18:29 17 420 4074 4 4107 FALSO FALSO",2026-06-17,
539,"2,04533E+18 Don Imanol Calladito te ves más bonito 17/04/2026 21:24 0 0 0 0 0 3 FALSO 07/08/2024 2:39 2 11 180 0 605 FALSO FALSO",2026-06-17,
540,"2,04581E+18 joan neira monge No seas Konchudo, eres parte de ese chongo kongrezal lleno de ratazas y delinkuentes, y te vienes a dar de pulcro... SINVERGÜENZA!!! 19/04/2026 5:02 0 0 0 0 0 3 FALSO 10/10/2014 11:10 Piura, Peru 6 70 108 4 1475 FALSO FALSO",2026-06-17,
541,"2,04516E+18 Entre violines se apoyan 17/04/2026 10:31 0 0 0 0 0 4 FALSO 07/01/2025 16:30 2 151 2653 8 367 FALSO FALSO",2026-06-17,
542,"2,04601E+18 victor O. 3 mil millones de dolares en querer comprar aviones que no se necesita, habrá ido también con capucha para ese faenon, mejor calladito en boca cerrada no entran moscas. 19/04/2026 18:36 0 0 0 0 0 10 FALSO 08/11/2022 1:14 3 19 1 629 5970 FALSO FALSO",2026-06-17,
543,"2,04533E+18 Lorgio Segundo Mercedes Zavaleta Tu opinión no interesa corrupto y lobista !!!....eres un cero a la izquierda. 17/04/2026 21:38 0 0 0 0 0 3 FALSO 03/11/2021 21:18 0 4 5 0 150 FALSO FALSO",2026-06-17,
544,"2,04521E+18 baris jakup Ya psss chupa PN 17/04/2026 13:35 0 0 0 0 0 5 FALSO 15/05/2025 22:08 2 37 90 2 139 FALSO FALSO",2026-06-17,
545,"2,04522E+18 Brandon P'g Calladito te ves menos gracioso ???? 17/04/2026 14:27 0 0 0 0 0 12 . . . FALSO 18/10/2022 8:57 0 16 37 8 40 FALSO FALSO",2026-06-17,
546,"2,04919E+18 mikelerentxun Calla triste payaso. 28/04/2026 13:28 0 0 0 0 0 5 No hay nada más importante que la familia ?? FALSO 29/08/2022 14:08 5 80 321 18 625 FALSO FALSO",2026-06-17,
547,"2,04517E+18 Asmodeus Mikaelson Calla enriquecido ilicitamente. Tú y tus Geishas van a caerrrrr chupetínnnn jajaja 17/04/2026 11:08 0 0 0 0 0 5 FALSO 17/09/2025 16:31 1 3 322 1 120 FALSO FALSO",2026-06-17,
548,"2,04503E+18 Antonio Cusi "" Frivolo. Por un lado el plan de gobierno de RLA no trae mucha estabilidad economica, y por otro lado, las amenazas de RLA """"le voy a meter todo mi plan Morrocoy por donde ya sabes, para que se haga hombre"""" lo hace impresentable aún si su plan de gobierno sea el mejor."" 17/04/2026 1:50 0 0 0 0 0 370 FALSO 19/12/2025 21:54 Lima 0 8 3 0 8 FALSO VERDADERO",2026-06-17,
549,"2,04487E+18 LEIN este webon no representa a nadie , no puede ni robar bien el imbécil y viene a dar clases de moral , hdp cuando se caiga toda la red te vas a ir ala carcel con todos tus compinches y te vas a podrir hasta que los peruanos nos cansemos de oírte pedir indulto putita de el estado 16/04/2026 15:02 0 0 0 0 0 619 no tienes por qué odiarme FALSO 24/01/2017 20:50 San Jerónimo, Peru 2 15 1965 8 481 FALSO FALSO",2026-06-17,
550,"2,0448E+18 Alvaro Por fin dices algo coherente. Eres todavía congresista hazte una y fiscaliza a la ONPE, digitadores. No nos pueden robar nuestro FUTURO. Nunca es tarde para enmendar nuestros errores 16/04/2026 10:17 1 0 0 0 0 571 FALSO 03/11/2022 20:32 1 5 1141 116 360 FALSO FALSO",2026-06-17,
551,"2,04804E+18 So-Honey Callese mejor, hombre cínico, usted fue uno más de los que malogró nuestro país. 25/04/2026 8:49 0 0 0 0 0 4 FALSO 25/03/2026 21:52 0 2 27 0 29 FALSO FALSO",2026-06-17,
552,"2,04621E+18 Rubén Saldamando Por tu culpa el país se jodió más INSERVIBLE!!!! 20/04/2026 7:34 0 0 0 0 0 4 FALSO 11/01/2026 14:32 2 2 0 0 33 FALSO FALSO",2026-06-17,
553,"2,04592E+18 David Raúl Muchaypiña Suárez Tranquilo pe jeri... no tienes talla para hablar de estos temas, eres un político despreciable. 19/04/2026 12:50 0 0 0 0 0 4 FALSO 09/11/2024 11:15 0 0 0 0 9 FALSO FALSO",2026-06-17,
554,"2,04583E+18 Jorge campos "" Ya pasaron sus cinco minutos """"señor""""."" 19/04/2026 6:55 0 0 0 0 0 3 FALSO 07/07/2025 16:46 3 57 11 0 15 FALSO FALSO",2026-06-17,
555,"2,04566E+18 Daniel Lazarinos Y tú crees que el 29 % de votos sumados representa a todo el Perú? 18/04/2026 19:20 0 0 0 0 0 6 FALSO 30/09/2019 14:40 1 12 178 1 73 FALSO FALSO",2026-06-17,
556,"2,04523E+18 F???C? ?IC??D? Ya te quieres vender al mejor postor de derecha??? 17/04/2026 14:57 0 0 0 0 0 16 ""L?V?L 34",2026-06-17,
557,P??G??D? FISI,2026-06-17,
558,P??G??D? FLC?,2026-06-17,
559,"??M?M"" FALSO 28/06/2025 9:03 Lima 4 177 159 53 177 FALSO FALSO",2026-06-17,
560,"2,0452E+18 Milahros UV ?????? 17/04/2026 12:42 0 0 0 0 0 6 FALSO 07/06/2023 8:30 0 8 1158 51 259 FALSO FALSO",2026-06-17,
561,"2,04525E+18 Ciro Anticona Mejor no digas nada imbecil? tu tuviste la oportunidad de hacer algo por el país y no hiciste ni mierda ??? 17/04/2026 16:14 0 0 0 0 0 27 Apps y Tecnología FALSO 09/03/2016 13:48 3 14 9 3 16 FALSO FALSO",2026-06-17,
562,"2,04528E+18 desiree.eve Ya el congreso dictador logro su objetivo, no tenemos que dar el control total a la corrupción ya sea keiko o Lopez aliaga. 17/04/2026 18:06 0 0 0 0 0 64 FALSO 28/01/2026 10:02 0 4 40 0 289 FALSO FALSO",2026-06-17,
563,"2,0452E+18 Armando Espinoza Fuera RCTM 17/04/2026 12:41 0 0 0 0 0 5 FALSO 03/01/2022 4:39 0 24 567 0 273 FALSO FALSO",2026-06-17,
564,"2,04482E+18 Carlos Diaz A ver pajero mano cambiada, Si x estabilidad económica lo dices por ir al chongo cada 3 dias, o llevar a tu oficina a las gatitas VIP, entonces estamos mal, y mas aun si no pasas el video. Cuando pue te has preocupado x el resto del pais, eso para ti solo es tu chongo preferido 16/04/2026 11:45 3 0 0 0 0 830 FALSO 17/10/2023 17:32 0 10 3 2 50 FALSO FALSO",2026-06-17,
565,"2,04585E+18 Janson Esp K - llese pajerin 19/04/2026 8:03 0 0 0 0 0 4 FALSO 10/02/2025 11:32 1 12 18 0 36 FALSO FALSO",2026-06-17,
566,"2,0448E+18 Silvia Caballero "" Buen gesto desearle que pase a quien se unió a la izquierda para vacarte.",2026-06-17,
567,"Pienso que si hubieras seguido de presidente, lo del domingo 12 no habría sucedido. Balcázar podría haber sido cómplice como se ha especulado.",2026-06-17,
568,"López Aliaga se está tomando su propio veneno."" 16/04/2026 10:16 7 0 10 44 0 623 Si hay algo en esta vida q no tolero es la Injusticia?? ?? Aqui estoy para sumar y unir fuerzas democráticas en pro de la Verdad, la Justicia y el Progreso ???? VERDADERO 07/06/2021 18:46 Lima, Peru 4306 729 12077 442 8587 FALSO FALSO",2026-06-17,
569,"2,04479E+18 Cheri Cheri Lady! ??????????????? No has dicho nada de todas las mujeres que están investigadas por tu culpa. Porque lo único que le ofreces es dinero del Estado! Porque sin eso, nadie te hubiera visto porque eres más feo que el hambre! 16/04/2026 9:56 0 0 0 13 1 123 I'm just a girl sobreviviendo al Neoliberalismo en el Perú! ?? #PedroCastilloLibertad ????? VERDADERO 07/11/2015 6:06 1738 821 236955 2176 40923 FALSO FALSO",2026-06-17,
570,"2,0448E+18 Jhomdevi1603 Felizmente q sales del congreso y ya no habrá otro Vizcarra q sea imnabilitado para q ingresos. 16/04/2026 10:25 0 0 1 6 0 23 Querido pasado, gracias por todo. Querido futuro, vamos para allá. VERDADERO 17/08/2013 21:33 757 1207 170335 820 98065 FALSO FALSO",2026-06-17,
571,"2,04482E+18 ?? Xio ?? Con ud en palacio, esto q vivimos no hubiera pasado, cayó en la trampa, ahora ya sabe q no puede confiar en nadie, en política todo esta podrido. 16/04/2026 11:43 0 0 0 4 0 53 ""Amo a los michis, la música, Cristiano Ronaldo, la luna, el universo, poesía, los atardeceres y el chocolate.",2026-06-17,
572,Patriota ????,2026-06-17,
573,"Si eres zurdimio, pasa de largo."" FALSO 22/09/2010 14:24 Lima, Peru 4472 1989 157260 1166 35936 FALSO FALSO",2026-06-17,
574,"2,0448E+18 #MeChupaLaPingaLaOpinionDeLosRojos Ademas de ser un pesimo candidato, es radioactiva, ni mechita en campaña se atrevio a tanto 16/04/2026 10:22 0 0 1 0 0 32 #EstasLlenaDeOdioYaMeHartaste FALSO 05/07/2010 14:38 Lima, Peru 1623 496 24791 2450 73605 FALSO FALSO",2026-06-17,
575,"2,04481E+18 Eddy Martín "" Buscas protección por tus """"delitos"""""" 16/04/2026 10:58 0 0 0 1 0 67 ""Miembro de :",2026-06-17,
576,#HombresPorLaIgualdad,2026-06-17,
577,#LomasDelPerú,2026-06-17,
578,"Activista,",2026-06-17,
579,"amo a mi Perú, detesto la corrupción y la impunidad"" VERDADERO 23/12/2010 21:33 Lima 4116 3398 307750 4978 225387 FALSO FALSO",2026-06-17,
580,"2,0448E+18 Karen Loo Delgado De acuerdo señor Jerí. 16/04/2026 10:22 0 0 0 1 0 13 Licenciada en Periodismo con conocimiento de Inbound y R.R.P.P VERDADERO 25/06/2013 21:55 Salamanca, Peru 560 945 43147 5389 164707 FALSO FALSO",2026-06-17,
581,"2,0448E+18 Rocío ?? ???? Ustedes tienen el poder hagan historia mundial, es un insulto a todos los votantes, con la maquinaria zurda ha pisoteado la voluntad popular, está muy bien tu posición demuestra convicción y amor al #Peru #EleccionesPerú2026 #Fraude 16/04/2026 10:39 0 0 0 1 0 47 No Conozco Otro Caudillo que la Constitución, Amo la vida, libertad, respeto, justicia e igualdad, Dios siempre conmigo, mi adoración mi familia y mi PERÚ?????? FALSO 21/06/2014 23:52 Lima, Peru 1163 468 46839 9099 39998 FALSO FALSO",2026-06-17,
582,"2,04482E+18 RODO Jeri presidente 2031_2036 la juventud esta contigo 16/04/2026 11:55 0 0 0 1 0 3 cuenta para jodr rojos hijos de puts,demócrata al mango dettesto a los caviares y zurdos ya dije tengo 400 cuentas para kgar rojos y Cavieres jaja FALSO 01/12/2023 11:03 California, USA 80 1452 897 223 9681 FALSO FALSO",2026-06-17,
583,"2,04506E+18 César U ???? "" ?? Resultados electorales Perú 2026 en vivo. Sigue el conteo de la ONPE al instante:",2026-06-17,
584,"RECOMENDADO"" 17/04/2026 3:22 0 0 0 0 0 4 ""Sí a la democracia, no al totalitarismo.",2026-06-17,
585,"Más solidaridad, menos socialismo.",2026-06-17,
586,Derecha Conservadora Tradicional.,2026-06-17,
587,"Ciencia, Familia, Vida y Dios.",2026-06-17,
588,"Ing. Informática."" VERDADERO 17/05/2010 19:46 Lima 255 118 36413 1569 23325 FALSO VERDADERO",2026-06-17,
589,"2,0452E+18 Víctor Gonzáles J. Deberías estar callado, después de lo que hiciste es no tener sangre en la cara. 17/04/2026 12:57 0 0 0 0 0 7 Profesor, abogado y marino, felizmente casado, padre de 2 personas maravillosas, lector y amante de los viajes FALSO 18/09/2009 11:15 Lima, Peru 90 726 667 14 871 FALSO FALSO",2026-06-17,
590,"2,04516E+18 Vil Oficio en la Mira???? ?? ?? ?? Lo cierto es que Porky hace todo lo posible para no hacerlo.. 17/04/2026 10:17 0 0 0 0 0 4 Una Izquierda, Centro o Derecha Decente, es la que se aparta del comunismo rabioso y se apesta de los Caviares, Hueveras y PRENSA MERCENARIA ?????? VERDADERO 04/10/2019 19:02 383 792 24294 23653 65306 FALSO FALSO",2026-06-17,
591,"2,04496E+18 Porky haciendo un trio con Antauro y Makanaky 16/04/2026 20:52 0 0 0 2 0 53 VERDADERO 22/01/2021 4:35 Tu poto 32 440 897 255 4723 FALSO FALSO",2026-06-17,
592,"2,04496E+18 Rompecoraza/alefemboy Exacto, se necesita a una persona integra, que ama su país de verdad, que quiere verlo crecer, pero como actualmente el congreso tiene más poder que el propio presidente y en ese lugar hay arto zurdo, pues el país, está claro que no va a avanzar 16/04/2026 20:44 0 0 0 0 0 23 ""aburrido (cuenta nueva)",2026-06-17,
593,"soy alefemboy para los luisarders, no para nadie más xd",2026-06-17,
594,"6/1 al revez"" VERDADERO 04/01/2026 18:43 16 103 3973 134 298 FALSO FALSO",2026-06-17,
595,"2,04495E+18 Janeth Nuñez Arancibia Jajaja Jajaja Jajaja Jajaja Jajaja lo que el y más del 50% de peruanos quiere, es que keiko lo revuelque en los debates y lo humille en las urnas, se lo merece. Tranzo con la izquierda para devolverles el poder, se reunió con valdemar Cerrón el 13 de febrero y el 17 vaco a jeri, 16/04/2026 20:26 0 0 2 2 0 59 JN, Vendedora de profesión, Amor Patria y Libertad, pro Liberal anticaviar, El Perú es Único e indivisible. El mejor presidente del Perú fue Alberto Fujimori. VERDADERO 06/06/2011 11:43 Chiclayo - Peru. 703 358 97681 4680 39547 FALSO VERDADERO",2026-06-17,
596,"2,04492E+18 Daniel Huapaya "" Y hablan de """"caviares""""¿? Que miserables"" 16/04/2026 18:06 0 0 0 3 0 10 un caminante en el camino FALSO 26/02/2012 1:46 Lima - Perú 17 121 17452 30 3025 FALSO FALSO",2026-06-17,
597,"2,04489E+18 R. M. Saludos a tus abuelos. 16/04/2026 16:20 0 0 0 3 0 96 ???? Crema Toda la Vida. ?? VERDADERO 21/02/2023 13:31 64 414 191 850 10987 FALSO FALSO",2026-06-17,
598,"2,04488E+18 Edwar Zavaleta Ellos aprueban los presupuestos de todas entidades como se les da la gana ... Entonces es el pueblo quien debe aprobar su presupuesto de estos 190 buenos para nada empezando con su sueldo de acuerdo a la remuneración mínima vital. No que lo hacen por el país... 16/04/2026 15:28 1 0 0 2 0 30 Técnico Forense /Asistente Administrativo/ Instituto de Medicina Legal y Ciencias Forenses / Ministerio Público VERDADERO 12/05/2012 22:55 Cajamarca/Perú 13 346 1340 15 154 FALSO FALSO",2026-06-17,
599,"2,04486E+18 Hija-DeSastre Amigo no es la densidad poblacional. No estoy cuestionado número de votos ni quién tiene más o menos. Estoy hablando de representación política territorial. 16/04/2026 14:23 1 0 0 6 0 99 Corredora, montañista, atea pero respeto la libertad religiosa, luriganchina, 1/2 rimense, con gatijos. FALSO 10/05/2014 16:38 Lima, Peru 298 55 137862 2146 44952 FALSO FALSO",2026-06-17,
600,"2,04486E+18 andresacm El grafico real según la densidad poblacional 16/04/2026 14:21 1 0 0 3 0 114 ?niversitario ???, Patria ???? y Familia ??. Comentarios hechos con el hígado o con la razón, dependiendo la situación. Todo de bromita en caso pregunte un juez FALSO 23/11/2016 18:43 Larco Herrera 111 631 19545 606 14272 FALSO FALSO",2026-06-17,
601,"2,04485E+18 Hija-DeSastre Sigues sin entender el concepto de representatividad política. 16/04/2026 13:50 0 0 0 2 0 11 Corredora, montañista, atea pero respeto la libertad religiosa, luriganchina, 1/2 rimense, con gatijos. FALSO 10/05/2014 16:38 Lima, Peru 298 55 137862 2146 44952 FALSO FALSO",2026-06-17,
602,"2,04485E+18 AibyC Xd ??? 16/04/2026 13:28 1 0 0 3 0 58 ?? ?? Aquí opino lo que me nazca de los ovarios ??Caster de videojuegos y eSports ??Senior Designer, Ing de software, orgullosamente Arequipeña FALSO 22/08/2019 2:23 Arequipa 78 202 13555 244 3314 FALSO FALSO",2026-06-17,
603,"2,04484E+18 Vitty Alva "" Si tú lo defiendes, claro que se iría preso.",2026-06-17,
604,"Como abogado, no sacas ni a los mocos"" 16/04/2026 13:26 1 0 0 4 0 52 ""el fujimorismo es el cáncer del país y el antifujimorismo, la cirrosis...ninguno le sirve al Perú.",2026-06-17,
605,"(que me bloqueé la izq por decirles sus verdades, me excita)"" FALSO 07/04/2016 13:41 374 252 85163 2706 35281 FALSO FALSO",2026-06-17,
606,"2,04484E+18 MigueDnB ya conero te sientes mejor raciando a una señora de provincia? pobre infeliz sera lo que tu quieras ignorante y sin estudios pero solo atacas desde su raza... cagon 16/04/2026 13:23 2 0 0 7 0 184 Me gusta el Café FALSO 22/03/2023 13:41 87 66 12475 1748 20391 FALSO FALSO",2026-06-17,
607,"2,04483E+18 PAN CON PALTA Tmb opino lo mismo mi tío. Palomilla, que le gusta su PORNOSOTROS y ess vainas, pero no hubiera permitido esto . 16/04/2026 12:22 0 0 0 4 0 98 ""MUJER,MAMIITA de JOVEN de 15 años, ??DEMOCRÁTICOS HASTA EL FIN",2026-06-17,
608,#NOALCOMUNISMO,2026-06-17,
609,#NOALTERRORISMO,2026-06-17,
610,PATRIOTAS X SIEMPRE,2026-06-17,
611,"Asist. Técnico arqueología y antropología ??"" VERDADERO 22/05/2009 11:30 Peru 4018 1702 481341 3664 182868 FALSO FALSO",2026-06-17,
612,"2,04483E+18 El nombre no puede estar en blanco Y sanchez con su 11% si? Animal. 16/04/2026 12:19 0 0 0 2 0 12 #nffc ?? FALSO 15/12/2020 10:33 Lima, Peru 124 432 88772 191 12701 FALSO FALSO",2026-06-17,
613,"2,04483E+18 El nombre no puede estar en blanco "" Ninguna que nombras va a cagarte la economia",2026-06-17,
614,Esta si.,2026-06-17,
615,"Esos argumentos victimistas q dices no tienen ningun sustento."" 16/04/2026 12:15 1 0 0 5 0 58 #nffc ?? FALSO 15/12/2020 10:33 Lima, Peru 124 432 88772 191 12701 FALSO FALSO",2026-06-17,
616,"2,04482E+18 OMAR JOSE JERI SIRVIÓ COMO PIÑATA PARA TODOS LOS POSTULANTES A LA PRESIDENCIA HOY MUCHOS NO PASARON, NO SOY FUJIMORISTA PERO LA ÚNICA QUE LO BANCO ESTA EN PRIMER LUGAR, Y ALGO QUE NO SE DAN CUENTA QUE EN ENCUESTA 60 % DE PERUANOS NO QUISIERON QUE SAQUEN A JERI NO LO CONTÓ EL PUERCO... 16/04/2026 11:55 0 0 1 11 0 156 ""CHALACO DE NACIMIENTO",2026-06-17,
617,"ANTI CAVIAR, ANTI COMUNISTA SIEMPRE AL CENTRO."" VERDADERO 16/11/2015 20:11 CALLAO, PERU. 876 1713 227328 729 41008 FALSO FALSO",2026-06-17,
618,"2,04482E+18 Hija-DeSastre Pero te he dicho justo eso. TODOS los votos vengan de donde vengan son válidos (y gana el que suma más votos en total, obvio). Pero no hablo de eso sino de representatividad política. Son dos conceptos distintos. 16/04/2026 11:41 0 0 0 2 0 23 Corredora, montañista, atea pero respeto la libertad religiosa, luriganchina, 1/2 rimense, con gatijos. FALSO 10/05/2014 16:38 Lima, Peru 298 55 137862 2146 44952 FALSO FALSO",2026-06-17,
619,"2,04482E+18 ttt_sapo_eres XD 16/04/2026 11:40 0 0 0 3 0 78 FALSO 18/04/2021 17:04 Lima, Peru 21 517 3914 11 280 FALSO FALSO",2026-06-17,
620,"2,04482E+18 LUIS KAJATT Logico que no. Eso fue la mayor estupidez que hizo RLA al promover su vacancia. 16/04/2026 11:30 0 0 0 14 0 123 Los Derechos Humanos son para la victimas. No para los victimarios. FALSO 05/03/2011 22:53 141 273 54580 338 10611 FALSO FALSO",2026-06-17,
